"","Seller_ID","Rating","Review","Reviewer_Date"
"5148","A3C61XRUO6ZTKQ","3/5:","""innovative product"""," Praveen, 19 October 2015"
"5149","A3C61XRUO6ZTKQ","5/5:","""Good product"""," mohanraj, 18 October 2015"
"5150","A3C61XRUO6ZTKQ","4/5:","""Item was OK for the price. Service and delivery were prompt."""," B. X. Sequeira, 16 October 2015"
"5151","A3C61XRUO6ZTKQ","5/5:","""All good"""," Amazon Customer, 15 October 2015"
"5152","A3C61XRUO6ZTKQ","5/5:","""Excellent transaction"""," ASOK KUMAR DATTA, 15 October 2015"
"5153","A3C61XRUO6ZTKQ","5/5:","""good service"""," DINESH, 14 October 2015"
"5154","A3C61XRUO6ZTKQ","5/5:","""Super quality... Very much satisfied ... Worth buying"""," ananthpadmanabh, 14 October 2015"
"5155","A3C61XRUO6ZTKQ","5/5:","""Good product, seller"""," K Iqbal, 14 October 2015"
"5156","A3C61XRUO6ZTKQ","5/5:","""Amezon is very prompt than other"""," RAVINDRA K., 13 October 2015"
"5157","A3C61XRUO6ZTKQ","4/5:","""Good Experience"""," Zinger Burger, 11 October 2015"
"5158","A3C61XRUO6ZTKQ","3/5:","""good product"""," Sunil, 11 October 2015"
"5159","A3C61XRUO6ZTKQ","5/5:","""I received the meter but AC Current and DC Current range is not working, it showing some reading it is not showing zero, kindly help me

Thanks & Regards

Shivanandaks"""," shivanandaks, 9 October 2015"
"5160","A3C61XRUO6ZTKQ","4/5:","""Product was as described. However, it was not mentioned if the product would be of a very old manufacturing batch."""," Amazon Customer, 8 October 2015"
"5161","A3C61XRUO6ZTKQ","5/5:","""excellent service"""," shambhu kumar sinha, 5 October 2015"
"5162","A3C61XRUO6ZTKQ","3/5:","""But Soldering Iron Stopped working Just After Second Use.

Service By seller is Good."""," firoz khan, 3 October 2015"
"5163","A3C61XRUO6ZTKQ","4/5:","""hope to do more buisness"""," Elvis G., 3 October 2015"
"5164","A3C61XRUO6ZTKQ","3/5:","""The item was not as described by seller. In pictures the plastic body seems very hard. But in reality it was delicate.

Any how thank you for sending."""," Meera Hussain, 2 October 2015"
"5165","A3C61XRUO6ZTKQ","4/5:","""All good."""," Vishal , 1 October 2015"
"5166","A3C61XRUO6ZTKQ","4/5:","""Intimation and actual day of delivery doesn't match."""," Amazon Customer, 1 October 2015"
"5167","A3C61XRUO6ZTKQ","5/5:","""Excellent quality product.  A tool every Engineer must have who handles precision products."""," c r nanda, 1 October 2015"
"5168","A3C61XRUO6ZTKQ","1/5:","""it failed after first 5 min. operation..the adaptor supplied  gets very hot even though the led lights are good."""," Datta Deshmukh, 30 September 2015"
"5169","A3C61XRUO6ZTKQ","5/5:","""good"""," gaurav pardeshi, 30 September 2015"
"5170","A3C61XRUO6ZTKQ","4/5:","""Nothing special"""," Manoj, 26 September 2015"
"5171","A3C61XRUO6ZTKQ","4/5:","""the courier service agent didnot deliver the product in the address. they callme to their office it is very bad"""," jayan, 25 September 2015"
"5172","A3C61XRUO6ZTKQ","4/5:","""Good One"""," Amazon Customer, 24 September 2015"
"5173","A3C61XRUO6ZTKQ","4/5:","""nice product according to price"""," DEBABRATA D., 23 September 2015"
"5174","A3C61XRUO6ZTKQ","4/5:","""very versatile and value for money.Built quality is very good .I can use my Australian charging pins and I am planning to take it to Germany 

for my tour.Hope it will last long."""," saptarshi, 23 September 2015"
"5175","A3C61XRUO6ZTKQ","5/5:","""already submitted the feedback"""," GSRAMANI, 21 September 2015"
"5176","A3C61XRUO6ZTKQ","4/5:","""good"""," deepak , 21 September 2015"
"5177","A3C61XRUO6ZTKQ","2/5:","""Clamp tester does not work, for which i had purchased it."""," mainak, 17 September 2015"
"5178","A3C61XRUO6ZTKQ","5/5:","""Awesome job. Thank you"""," aruna motigi, 13 September 2015"
"5179","A3C61XRUO6ZTKQ","4/5:","""The material was as described. functional."""," Conjeevaram sundaram elangovan, 12 September 2015"
"5180","A3C61XRUO6ZTKQ","4/5:","""Good product for international traveller"""," RAJENDRA S., 11 September 2015"
"5181","A3C61XRUO6ZTKQ","4/5:","""Good , very useful for my Mother in law who requires assistance in her daily personal chores."""," nalini, 11 September 2015"
"5182","A3C61XRUO6ZTKQ","4/5:","""Good"""," Amazon Customer, 10 September 2015"
"5183","A3C61XRUO6ZTKQ","5/5:","""The product is good and excellent packaging"""," ankhi d., 10 September 2015"
"5184","A3C61XRUO6ZTKQ","5/5:","""Nice shopping experience"""," Venkata Raju Thontepu, 7 September 2015"
"5185","A3C61XRUO6ZTKQ","4/5:","""good"""," ANJAYA GHOP, 6 September 2015"
"5186","A3C61XRUO6ZTKQ","4/5:","""Good"""," A srinivasa Rao, 4 September 2015"
"5187","A3C61XRUO6ZTKQ","5/5:","""thanks"""," A K SAXENA, 3 September 2015"
"5188","A3C61XRUO6ZTKQ","5/5:","""Gr8"""," Gowtham M., 3 September 2015"
"5189","A3C61XRUO6ZTKQ","4/5:","""* ITEM"""," raju verma, 31 August 2015"
"5190","A3C61XRUO6ZTKQ","3/5:","""Product is having poor build. Not recommended for use."""," Naresh Kumar G, 30 August 2015"
"5191","A3C61XRUO6ZTKQ","4/5:","""poor quality heating"""," Sudhir Kankal, 30 August 2015"
"5192","A3C61XRUO6ZTKQ","2/5:","""Poor !"""," visakhpk, 28 August 2015"
"5193","A3C61XRUO6ZTKQ","4/5:","""good"""," AMAL KUNDU, 27 August 2015"
"5194","A3C61XRUO6ZTKQ","5/5:","""Nice product.A must for hobbyists."""," MrGamer, 27 August 2015"
"5195","A3C61XRUO6ZTKQ","4/5:","""NA"""," Zaki A., 27 August 2015"
"5196","A3C61XRUO6ZTKQ","3/5:","""OK"""," Darpan A., 25 August 2015"
"5197","A3C61XRUO6ZTKQ","5/5:","""thank u"""," Biplab Dey, 25 August 2015"
"5198","A3C61XRUO6ZTKQ","4/5:","""Good seller. Would recommend."""," Girish B., 24 August 2015"
"5199","A3C61XRUO6ZTKQ","4/5:","""Good product for the price"""," Amazon Customer, 24 August 2015"
"5200","A3C61XRUO6ZTKQ","5/5:","""I ordered for a 40 watt one but they sent me a 60 watt hot glue gun ..which I really appreciate .. Thank u"""," juveria khan, 24 August 2015"
"5201","A3C61XRUO6ZTKQ","2/5:","""ok"""," Gurmukh, 23 August 2015"
"5202","A3QAARRRMMXZJH","5/5:","""Item arrived today 04 Feb 2016 with good condition.

Thankyou."""," VEERABHADRA S., 4 February 2016"
"5203","A3QAARRRMMXZJH","5/5:","""cheapest ever"""," Amazon Customer, 4 February 2016"
"5204","A3QAARRRMMXZJH","5/5:","""yes mean good"""," psanabung, 2 February 2016"
"5205","A3QAARRRMMXZJH","1/5:","""No discount,in fact the Mrp is only Rs 177.you will end up paying Rs 298 with delivery.misleading and false."""," Anuradha chandran, 2 February 2016"
"5206","A3QAARRRMMXZJH","5/5:","""Great utility"""," girish parameswaran, 1 February 2016"
"5207","A3QAARRRMMXZJH","5/5:","""OK."""," Natvar Prajapati, 30 January 2016"
"5208","A3QAARRRMMXZJH","5/5:","""thank you"""," hemavani , 28 January 2016"
"5209","A3QAARRRMMXZJH","4/5:","""Good"""," atul kumar ashok yadav, 27 January 2016"
"5210","A3QAARRRMMXZJH","5/5:","""Good product"""," poonam chhabria, 27 January 2016"
"5211","A3QAARRRMMXZJH","4/5:","""----"""," Manmohan R., 26 January 2016"
"5212","A3QAARRRMMXZJH","4/5:","""good product"""," mahadevan, 25 January 2016"
"5213","A3QAARRRMMXZJH","5/5:","""good"""," Ramakant Tripathi, 24 January 2016"
"5214","A3QAARRRMMXZJH","4/5:","""OUT OF THE TOTAL 6 BULBS INCLUDING SMAARTIE BULBS, ONLY ONE BULB FROM ABHIMAN IE. 12W LED BULB( REFERRED ABOVE ) WAS NOT GLOWING. FOR INFO, SOME COMPONENT WAS LOSELY MOVING INSIDE THE BULB. I REQUEST YOU TAKE NECESSARY ACTION PROMPTLY.  THANKS AND REGARDS, NADARAJAN.R"""," Amazon Customer, 24 January 2016"
"5215","A3QAARRRMMXZJH","5/5:","""Item is very nice and working good condition"""," sai s., 23 January 2016"
"5216","A3QAARRRMMXZJH","5/5:","""Best"""," RAMKUMAR RAMAMURTHY, 21 January 2016"
"5217","A3QAARRRMMXZJH","5/5:","""Good"""," S.DAYANAND, 20 January 2016"
"5218","A3QAARRRMMXZJH","5/5:","""Thanks"""," Amazon Customer, 19 January 2016"
"5219","A3QAARRRMMXZJH","4/5:","""good"""," AJMER S., 17 January 2016"
"5220","A3QAARRRMMXZJH","4/5:","""very good"""," Amazon Customer, 17 January 2016"
"5221","A3QAARRRMMXZJH","3/5:","""Received the pen drive one day after the estimated date of delivery...got it on the 14th of January."""," Manisha A., 15 January 2016"
"5222","A3QAARRRMMXZJH","5/5:","""good experience, fully satisfied with the product."""," Mr H M Jafri, 15 January 2016"
"5223","A3QAARRRMMXZJH","1/5:","""Didnt get the order yet"""," indu p., 13 January 2016"
"5224","A3QAARRRMMXZJH","4/5:","""useful item, can easily handle, good look etc."""," JAYAKUMAR .V, 13 January 2016"
"5225","A3QAARRRMMXZJH","5/5:","""Supr"""," shajikxavier , 13 January 2016"
"5226","A3QAARRRMMXZJH","3/5:","""ould have been a bit cheaper"""," anil prabhakar, 13 January 2016"
"5227","A3QAARRRMMXZJH","1/5:","""Irresponsible careless customer service"""," Amazon Customer, 13 January 2016"
"5228","A3QAARRRMMXZJH","3/5:","""item is costly. size of the item should be mentioned"""," Surekha J., 8 January 2016"
"5229","A3QAARRRMMXZJH","4/5:","""Good"""," Amazon Customer, 6 January 2016"
"5230","A3QAARRRMMXZJH","4/5:","""good one"""," VISHNU NAMBOOTHIRI PS, 6 January 2016"
"5231","A3QAARRRMMXZJH","1/5:","""Received my order today from abhiman seller. It's not a PNS spun as shown in the picture, some different brand.  Really disappointed with it."""," Amazon Customer, 6 January 2016"
"5232","A3QAARRRMMXZJH","1/5:","""Item not received till today, the 5th Jan,how do you expect a review on this?"""," T.THOMAS MATHEW, 5 January 2016"
"5233","A3QAARRRMMXZJH","5/5:","""Good Deal !!!"""," Shrikant Rasane, 4 January 2016"
"5234","A3QAARRRMMXZJH","1/5:","""Seller has dispatched me a different product rather than described in image."""," Amit, 3 January 2016"
"5235","A3QAARRRMMXZJH","5/5:","""Good service!"""," Amazon Customer, 3 January 2016"
"5236","A3QAARRRMMXZJH","4/5:","""this light is good for night lamp"""," SURESH .., 2 January 2016"
"5237","A3QAARRRMMXZJH","4/5:","""Innovative product. Plan to use it soon"""," Gaurav Chhibber, 1 January 2016"
"5238","A3QAARRRMMXZJH","1/5:","""vary thard class expireance with you"""," Amazon Customer, 31 December 2015"
"5239","A3QAARRRMMXZJH","4/5:","""The Product is very cheap from market rates & Service is very good."""," Ganeshi L., 31 December 2015"
"5240","A3QAARRRMMXZJH","5/5:","""Good product. Received item before date. Good work."""," Ramalakshmi , 31 December 2015"
"5241","A3QAARRRMMXZJH","1/5:","""Don't ever order any product with this seller. Worst response and will not deliver the product in time."""," Amazon Customer, 30 December 2015"
"5242","A3QAARRRMMXZJH","5/5:","""Excellent service and very prompt delivery. Very good product. Happy to have availed the service."""," Amazon Customer, 30 December 2015"
"5243","A3QAARRRMMXZJH","1/5:","""Third class service, after payment of 20 day's we did not receive product."""," Girish s., 30 December 2015"
"5244","A3QAARRRMMXZJH","2/5:","""Expensive. !! 😒"""," SHARDA P., 29 December 2015"
"5245","A3QAARRRMMXZJH","4/5:","""Fantastic product from Sony"""," Saravanan, 28 December 2015"
"5246","A3QAARRRMMXZJH","5/5:","""Nice packaging and working as expected."""," Venkat, 28 December 2015"
"5247","A3QAARRRMMXZJH","5/5:","""Nice product."""," Karthikeyan, 26 December 2015"
"5248","A3QAARRRMMXZJH","1/5:","""Very bad experience"""," Amazon Customer, 23 December 2015"
"5249","A3QAARRRMMXZJH","5/5:","""original genuine product and fast shipping......like to deal in future...thanks"""," bhupendra chaudhari, 22 December 2015"
"5250","A3QAARRRMMXZJH","5/5:","""This is 3rd set I ordered for this water purifier, cleans water very well, no smell. Also found it cheapest on amazon."""," rahul, 22 December 2015"
"5251","A3QAARRRMMXZJH","1/5:","""After placing order, I have received the message that mentioned item is dispatched. Suddenly i got message that order is canceled. From my end i have not canceled anything.

Why seller had canceled the order? If they does not have sell that product why seller has taken order?



Because such seller its damaging Amazon reputation.

I request Amazon to not entertain these type of sellers?"""," Amazon Customer, 21 December 2015"
"5252","A3QAARRRMMXZJH","4/5:","""goog"""," Amazon Customer, 21 December 2015"
"5253","A3QAARRRMMXZJH","4/5:","""GOOD"""," RAJENDRABABU, 21 December 2015"
"5254","A3QAARRRMMXZJH","5/5:","""nice product. really value for money."""," hashrat, 21 December 2015"
"5255","A3QAARRRMMXZJH","4/5:","""good"""," Spurgen D., 19 December 2015"
"5256","A3QAARRRMMXZJH","4/5:","""The courier agency not delivered to the address, I have to collect the same from their local office after continuous monitoring."""," SANTANU A., 19 December 2015"
"5257","A3QAARRRMMXZJH","4/5:","""Happy this"""," Amazon Customer, 18 December 2015"
"5258","A3QAARRRMMXZJH","5/5:","""Good deal, good product and timely delivery"""," Shweta, 17 December 2015"
"5259","A3QAARRRMMXZJH","4/5:","""awesome service...."""," sachin p., 17 December 2015"
"5260","A3QAARRRMMXZJH","5/5:","""nice dealing"""," VARGHESE N., 17 December 2015"
"5261","A3QAARRRMMXZJH","4/5:","""Great value,  easily replaces the stock filter for less than half the price."""," dinakar, 17 December 2015"
"5262","A3QAARRRMMXZJH","5/5:","""good transaction"""," venkatesh, 16 December 2015"
"5263","A3QAARRRMMXZJH","4/5:","""Difficult to find in the market at this price"""," Arvind S., 11 December 2015"
"5264","A3QAARRRMMXZJH","1/5:","""Service very bad because I received wrong item"""," kamil , 11 December 2015"
"5265","A3QAARRRMMXZJH","1/5:","""Filter thickness is very less and it's not suitable for Noida water."""," subhash , 9 December 2015"
"5266","A3QAARRRMMXZJH","3/5:","""Very delayed delivery"""," Ajith, 9 December 2015"
"5267","A3QAARRRMMXZJH","4/5:","""Good"""," Amazon Customer, 7 December 2015"
"5268","A3QAARRRMMXZJH","5/5:","""Delivered wrong item. After complaining correct item was send as replacement."""," LATA RAM, 7 December 2015"
"5269","A3QAARRRMMXZJH","5/5:","""excellent"""," sanjay p., 6 December 2015"
"5270","A3QAARRRMMXZJH","4/5:","""The seller promptly supplied an item short supplied."""," RKRAO, 6 December 2015"
"5271","A3QAARRRMMXZJH","3/5:","""Product Invoice was not enclosed with Box. I am not yet received invoice."""," Amazon Customer, 6 December 2015"
"5272","A3QAARRRMMXZJH","5/5:","""good product and as accepted"""," Rizwan Arsh, 6 December 2015"
"5273","A3QAARRRMMXZJH","3/5:","""Courier didn't deliver to the address. I want and received from the courier office.."""," vimala, 6 December 2015"
"5274","A3QAARRRMMXZJH","5/5:","""Very Nice Product"""," DK, 6 December 2015"
"5275","A3QAARRRMMXZJH","3/5:","""quality is not that good, but ok for its price"""," V Sai Kiran, 4 December 2015"
"5276","A3QAARRRMMXZJH","5/5:","""Wonderful product..."""," joybarat bhattacharjeee, 30 November 2015"
"5277","A3QAARRRMMXZJH","5/5:","""its a good one"""," vipin , 29 November 2015"
"5278","A3QAARRRMMXZJH","1/5:","""Ordered Item:SDSDQM-032G-B35N @ Rs. 575/- Shipping cost @Rs. 79/- Total=654/-

Sent Item:SDSDQM-016G-B35 @Rs.449/- (Printed Price in the Packet)"""," Helthing R., 28 November 2015"
"5279","A3QAARRRMMXZJH","1/5:","""Worst seller I found on AMAZON

Its more than 2 weeks and still waiting for the shipment

On contacting seller found that my shipment has been delivered(GOD knows to whom)

They use 3rd class courier(DTDC) even though i paid for EXPRESS Delivery

when tried to contact courier, found that the numbers are not reachable

This is breach of trust by AMAZON as i bought this item on AMAZON"""," Rohan K., 25 November 2015"
"5280","A3QAARRRMMXZJH","4/5:","""Good one!  Go for it."""," Dinesh, 23 November 2015"
"5281","A3QAARRRMMXZJH","1/5:","""The package has not reached me since almost one month and neither seller not dtdc courier contacted me regarding this. Tracking shows it has been returned to the seller. What kind of stupid scam are you running here!!"""," vivec rehman, 23 November 2015"
"5282","A3QAARRRMMXZJH","5/5:","""Satisfied with the service"""," Maong J., 23 November 2015"
"5283","A3QAARRRMMXZJH","5/5:","""Good one"""," Niju, 23 November 2015"
"5284","A3QAARRRMMXZJH","5/5:","""timely delivery, quality is good"""," surendra babu maram, 20 November 2015"
"5285","A3QAARRRMMXZJH","4/5:","""Good , item recieved"""," Sivakumar A, 19 November 2015"
"5286","A3QAARRRMMXZJH","5/5:","""gOOD"""," Ajit Kumar Singh, 19 November 2015"
"5287","A3QAARRRMMXZJH","2/5:","""NOT WORK CAREFULLY"""," SUNIL, 18 November 2015"
"5288","A3QAARRRMMXZJH","3/5:","""item received only on 19th Nov by too late"""," VIJAYAN C., 15 November 2015"
"5289","A3QAARRRMMXZJH","5/5:","""Thank You for Fast Shipping as it arrived before the given estimated date, and product is good .. Thank you"""," Umesh Yadav, 15 November 2015"
"5290","A3QAARRRMMXZJH","4/5:","""Quiet good service.."""," vijay, 15 November 2015"
"5291","A3QAARRRMMXZJH","5/5:","""Standard product"""," Chetan Mattikalli, 12 November 2015"
"5292","A3QAARRRMMXZJH","5/5:","""very nice product.."""," JOBIN JOSEPH, 12 November 2015"
"5293","A3QAARRRMMXZJH","4/5:","""good"""," Velliyur Venkatesh, 11 November 2015"
"5294","A3QAARRRMMXZJH","1/5:","""Delayed Delivery"""," Amazon Customer, 9 November 2015"
"5295","A3QAARRRMMXZJH","5/5:","""ok,good"""," Amazon Customer, 9 November 2015"
"5296","A3QAARRRMMXZJH","5/5:","""It looks good and working fine."""," Amazon Customer, 4 November 2015"
"5297","A3QAARRRMMXZJH","1/5:","""XXVCXCV"""," nand l., 2 November 2015"
"5298","A3QAARRRMMXZJH","2/5:","""worst ever seller"""," Amazon Customer, 2 November 2015"
"5299","A3QAARRRMMXZJH","1/5:","""I'm hoping the item is as described. Haven't received it yet. I'll be happier when I receive it. Probably change my mind at give it 4 stars."""," Atreyo M., 1 November 2015"
"5300","A3QAARRRMMXZJH","5/5:","""Arrived much before time excellently packed"""," Amazon Customer, 1 November 2015"
"5301","A3QAARRRMMXZJH","5/5:","""The services were good."""," Amazon Customer, 1 November 2015"
"5302","A3QAARRRMMXZJH","4/5:","""item not received"""," bobbyareti , 31 October 2015"
"5303","A3QAARRRMMXZJH","5/5:","""Good item."""," Amazon Customer, 31 October 2015"
"5304","A3QAARRRMMXZJH","4/5:","""Good service"""," TARUN K., 31 October 2015"
"5305","A3QAARRRMMXZJH","2/5:","""I want black color only that why I buy from here, If same color is not available then seller has to ask or inform before shipping."""," Ankur , 31 October 2015"
"5306","A3QAARRRMMXZJH","5/5:","""hi super"""," Gugulothu n., 30 October 2015"
"5307","A3QAARRRMMXZJH","4/5:","""no tracking for the delivery was available"""," PREMAL JAGDISH BHANDARI, 29 October 2015"
"5308","A3QAARRRMMXZJH","1/5:","""I didn' t receive my order yet.please either send my order or refund my amount in my account"""," sarvesh j., 29 October 2015"
"5309","A3QAARRRMMXZJH","5/5:","""Got item in correct condition and as per description . Shipping cost was bit high"""," Nirmala D., 29 October 2015"
"5310","A3QAARRRMMXZJH","5/5:","""Excellent"""," phalguni mukherjee, 28 October 2015"
"5311","A3QAARRRMMXZJH","5/5:","""Superb item"""," Tiju Issac Mathews, 27 October 2015"
"5312","A3QAARRRMMXZJH","3/5:","""Seller Delivered the wrong model. Iwould have been happier if the seller had informed this to me prior to sending the model. The newer model was cheaper than the one ordered. MRP printed on the box was much lower than the price paid to seller. I asked the seller to refund to me the excess amount & also contacted Amazon for the same. I received the amount within 7 working days so that was cheerful."""," Shams Shaikh, 27 October 2015"
"5313","A3QAARRRMMXZJH","1/5:","""Shipping charge is very high"""," Amazon Customer, 26 October 2015"
"5314","A3QAARRRMMXZJH","5/5:","""Value for money"""," Amazon Customer, 25 October 2015"
"5315","A3QAARRRMMXZJH","4/5:","""Good product."""," Benoy Anthony, 25 October 2015"
"5316","A3QAARRRMMXZJH","5/5:","""Worth  purchase ."""," Sadanand K., 23 October 2015"
"5317","A3QAARRRMMXZJH","5/5:","""Nice SD card, works like charm and delivery was on time."""," Koushik, 22 October 2015"
"5318","A3QAARRRMMXZJH","3/5:","""very poor packing. product was damaged on all edges. product is working ,but dents and cracks on it. not returning this product because its internal device and its working."""," sravan siriveti, 22 October 2015"
"5319","A3QAARRRMMXZJH","1/5:","""Still i didn't received item."""," NITIN BHARAMBE, 21 October 2015"
"5320","A3QAARRRMMXZJH","5/5:","""perfect"""," SANDIP SAHA, 21 October 2015"
"5321","A3QAARRRMMXZJH","4/5:","""The courier guy put the item in the post box instead of home delivery. I paid an additional of 149 Rs for courier. I dont think it is good service"""," Amith, 21 October 2015"
"5322","A22JYHMKEZ67RF","5/5:","""Amazing Amazon products and services"""," Amazon Customer, 6 February 2016"
"5323","A22JYHMKEZ67RF","3/5:","""as i read about item, i got exactly."""," Amazon Customer, 5 February 2016"
"5324","A22JYHMKEZ67RF","1/5:","""the item displayed was different from the one delivered...i feel cheated...i had ordered for a thicker glove which i had bought earlier...the ones u have given now are cheap and thin....please be more honest......"""," sachin , 5 February 2016"
"5325","A22JYHMKEZ67RF","1/5:","""Riveter did not reach till date and no information regarding that. no refund"""," Rati Ranjan, 3 February 2016"
"5326","A22JYHMKEZ67RF","5/5:","""Happy with the product and delivery time. Thanks."""," Raj, 2 February 2016"
"5327","A22JYHMKEZ67RF","5/5:","""good pair of gloves..im happy."""," Amazon Customer, 1 February 2016"
"5328","A22JYHMKEZ67RF","5/5:","""Good"""," Pradeep haldar, 31 January 2016"
"5329","A22JYHMKEZ67RF","4/5:","""good product"""," vinay tinaikar, 29 January 2016"
"5330","A22JYHMKEZ67RF","4/5:","""Product was good, no hassle"""," bikash srivastava, 27 January 2016"
"5331","A22JYHMKEZ67RF","5/5:","""GOOD"""," Jayalatha D., 25 January 2016"
"5332","A22JYHMKEZ67RF","5/5:","""very good produck"""," PRASNTA D., 23 January 2016"
"5333","A22JYHMKEZ67RF","5/5:","""Received good quality goods"""," Parthabguha, 23 January 2016"
"5334","A22JYHMKEZ67RF","5/5:","""Thanks for a safe and fast services and I liked a lot"""," Amit S., 21 January 2016"
"5335","A22JYHMKEZ67RF","1/5:","""It was not we ordered and replacement complaints has not properly entertained"""," Koushik s., 20 January 2016"
"5336","A22JYHMKEZ67RF","4/5:","""good"""," u.somasekhar , 20 January 2016"
"5337","A22JYHMKEZ67RF","5/5:","""amazing product ."""," Amazon Customer, 20 January 2016"
"5338","A22JYHMKEZ67RF","5/5:","""GOOD BUY"""," ed_raj, 19 January 2016"
"5339","A22JYHMKEZ67RF","2/5:","""Delivered late. Poor quality. Not satisfactory"""," Aayush Agrawal, 19 January 2016"
"5340","A22JYHMKEZ67RF","5/5:","""Fantastic product for my gluegun."""," Vijay Sridhara, 18 January 2016"
"5341","A22JYHMKEZ67RF","3/5:","""they have sent a year back products and they are not up to mark"""," Amazon Customer, 17 January 2016"
"5342","A22JYHMKEZ67RF","4/5:","""Good piece.

Thankyou,

ks kale"""," Amazon Customer, 17 January 2016"
"5343","A22JYHMKEZ67RF","5/5:","""Received the item very early..perfect piece..thanks..."""," Shamsudin , 17 January 2016"
"5344","A22JYHMKEZ67RF","4/5:","""I have not contacted seller. Hence no comments."""," Shivaprasad K, 17 January 2016"
"5345","A22JYHMKEZ67RF","4/5:","""Satisfied"""," Jeet S., 16 January 2016"
"5346","A22JYHMKEZ67RF","5/5:","""excelleent."""," Rama N., 15 January 2016"
"5347","A22JYHMKEZ67RF","5/5:","""Its good to use and handy too."""," Ravindra, 15 January 2016"
"5348","A22JYHMKEZ67RF","5/5:","""Good one"""," Amazon Customer, 15 January 2016"
"5349","A22JYHMKEZ67RF","4/5:","""As expected..."""," Saikat, 14 January 2016"
"5350","A22JYHMKEZ67RF","5/5:","""very nice service"""," jaisanker , 13 January 2016"
"5351","A22JYHMKEZ67RF","1/5:","""The Product was damaged & Defective"""," Vanessa Dias, 13 January 2016"
"5352","A22JYHMKEZ67RF","4/5:","""nice one"""," Govardhana Raju, 13 January 2016"
"5353","A22JYHMKEZ67RF","4/5:","""received on time. Product is ok. i use for basic applicantion. it  take little longer time to complete the job. it is ok for non frequent use."""," arazanwar, 13 January 2016"
"5354","A22JYHMKEZ67RF","5/5:","""Good seller"""," Suresh Ramachandran, 10 January 2016"
"5355","A22JYHMKEZ67RF","5/5:","""Good"""," Amazon Customer, 9 January 2016"
"5356","A22JYHMKEZ67RF","3/5:","""The product country made needs perfection ."""," snmurthy, 9 January 2016"
"5357","A22JYHMKEZ67RF","3/5:","""Average Quality"""," Nallamilli SrinivasaReddy, 8 January 2016"
"5358","A22JYHMKEZ67RF","4/5:","""product is ok."""," J.V.R.MURTHY, 8 January 2016"
"5359","A22JYHMKEZ67RF","4/5:","""Good service and product"""," Sangram, 7 January 2016"
"5360","A22JYHMKEZ67RF","1/5:","""Seller is pathetic 

I ordered the product n didn't find it useful 

N placed return request in November

It takes full month to deliver the refund amount.."""," preeti, 6 January 2016"
"5361","A22JYHMKEZ67RF","4/5:","""Good product"""," ranjana anil kumar, 4 January 2016"
"5362","A22JYHMKEZ67RF","5/5:","""pleased with the process and result"""," Ravindran M., 3 January 2016"
"5363","A22JYHMKEZ67RF","5/5:","""Felt Very Happy"""," Aittreya R., 2 January 2016"
"5364","A22JYHMKEZ67RF","5/5:","""No Comments"""," Balakrishnan.T.P , 31 December 2015"
"5365","A22JYHMKEZ67RF","4/5:","""it has this rubber smell, hope it doesn't stay for long. other than that an excellent product."""," Maddy, 30 December 2015"
"5366","A22JYHMKEZ67RF","3/5:","""Product quality average."""," Anjan D., 29 December 2015"
"5367","A22JYHMKEZ67RF","5/5:","""Great service from Amazon"""," Jeevan Bagauli, 26 December 2015"
"5368","A22JYHMKEZ67RF","5/5:","""it is a very good item"""," KV RAMIREDDY, 23 December 2015"
"5369","A22JYHMKEZ67RF","5/5:","""good product."""," phynix, 21 December 2015"
"5370","A22JYHMKEZ67RF","4/5:","""Good"""," Kalaivani, 21 December 2015"
"5371","A22JYHMKEZ67RF","5/5:","""Excellent"""," Darsh, 19 December 2015"
"5372","A22JYHMKEZ67RF","4/5:","""it was good"""," Amazon Customer, 19 December 2015"
"5373","A22JYHMKEZ67RF","1/5:","""Very poor quality.. and damage  you guys not exchange my gloves .

 disappointed"""," Amazon Customer, 19 December 2015"
"5374","A22JYHMKEZ67RF","5/5:","""excellent"""," PARVEEN KATHURIA, 18 December 2015"
"5375","A22JYHMKEZ67RF","5/5:","""Very good"""," HENRY C., 18 December 2015"
"5376","A22JYHMKEZ67RF","2/5:","""Most disgusting experience.Order placed on 6th Dec and delivered on 16th Dec,why?..by train Guwahati is only a 2 days distantfrom anywhere in India,there are flights from almost all major towns to Guwahati and they take a maximum of 6 hours.So,why did you take so much?...its simply disgusting....."""," pranjal k., 17 December 2015"
"5377","A22JYHMKEZ67RF","5/5:","""Good Item , Nice Quality . Prompt deliver time as usual by Amazon. Great Seller and Excellent e-commerce site."""," Yashwant R., 17 December 2015"
"5378","A22JYHMKEZ67RF","5/5:","""Nice & portable product.. make u happy"""," Amazon Customer, 17 December 2015"
"5379","A22JYHMKEZ67RF","5/5:","""good products, fast shipping"""," Amazon Customer, 16 December 2015"
"5380","A22JYHMKEZ67RF","4/5:","""Good value for money."""," Vasudha k s, 16 December 2015"
"5381","A22JYHMKEZ67RF","1/5:","""Not a good material product"""," pankaj, 16 December 2015"
"5382","A22JYHMKEZ67RF","1/5:","""I cancelled the order as it was over priced"""," Reginald John A Pai, 15 December 2015"
"5383","A22JYHMKEZ67RF","4/5:","""Good"""," Bala, 14 December 2015"
"5384","A22JYHMKEZ67RF","5/5:","""Quite happy"""," sgd, 14 December 2015"
